a,b,km,csi
SL020,SL023,22.451269699800246,0.7907608695652174
SL020,SL024,21.034567829208882,0.7516778523489933
SL020,SL025,9.002990624754602,0.8789346246973365
SL020,SL026,9.93480541689678,0.8447368421052631
SL020,SL027,8.276615434726686,0.8721351025331725
SL020,SL028,17.453563245800822,0.48672566371681414
SL020,SL029,3.3546684988692466,0.8795180722891566
SL020,SL032,9.11329346245422,0.8740740740740741
SL020,SL033,10.141752595411363,0.7671568627450981
SL020,SL034,12.21041679559612,0.8225806451612904
SL020,SL035,5.857841406400629,0.9019933554817275
SL020,SL036,17.4502666173531,0.8536585365853658
SL020,SL037,13.15605446493743,0.9198113207547169
SL020,SL038,6.963724162450761,0.9455252918287937
SL020,SL040,11.217896113684057,0.7971014492753623
SL020,SL041,4.545607717848622,0.8988439306358381
SL020,SL042,7.221006692025141,0.8938428874734607
SL020,SL044,20.87046536489655,0.7295081967213115
SL020,SL045,18.52803136287987,0.7845303867403315
SL020,SL050,16.095862421100527,0.3170731707317073
SL020,SL051,17.139203927098954,0.5555555555555556
SL020,SL054,21.940881339823125,0.8735632183908046
SL020,SL055,4.5453447616569616,0.9383886255924171
SL020,SL056,7.317344270892384,0.8765133171912833
SL020,SL062,10.713908289125657,0.6869009584664537
SL020,SL068,8.82501920330894,0.925
SL020,SL017,19.56108968499267,0.8971631205673759
SL021,SL022,19.330200397101038,0.5463414634146342
SL021,SL023,26.04924636740527,0.7417218543046358
SL021,SL024,17.931672104488438,0.8299866131191432
SL021,SL025,10.852714721548834,0.8354792560801144
SL021,SL026,14.417682427870764,0.8093023255813954
SL021,SL027,12.905200655254644,0.8963068181818182
SL021,SL028,17.70108496307595,0.5321100917431193
SL021,SL029,10.780444860428835,0.7383720930232558
SL021,SL032,14.68177668937746,0.9110169491525424
SL021,SL033,9.553723665311631,0.7041036717062635
SL021,SL034,17.722530248600954,0.8142076502732241
SL021,SL035,10.777134318559392,0.788961038961039
SL021,SL036,20.508001696940216,0.7777777777777778
SL021,SL037,6.6665724509428586,0.7878787878787878
SL021,SL038,12.828409913074626,0.8278145695364238
SL021,SL040,15.806415611662775,0.8254237288135593
SL021,SL041,8.732084695579337,0.8312342569269522
SL021,SL042,7.036199985752626,0.8540540540540541
SL021,SL044,25.19437040391762,0.7065217391304348
SL021,SL045,15.90692883130672,0.8617363344051447
SL021,SL050,14.378921694326772,0.2727272727272727
SL021,SL051,11.805381554787141,0.07246376811594203
SL021,SL054,18.27012948386948,0.797752808988764
SL021,SL055,5.949092900528738,0.9631782945736435
SL021,SL056,12.229385929339516,0.9140969162995595
SL021,SL062,13.052382773287352,0.6895306859205776
SL021,SL068,11.901653289116433,0.8227848101265823
SL021,SL017,15.356579879849429,0.8682926829268293
SL022,SL023,8.057718290082965,0.8416666666666667
SL022,SL024,19.202065920657116,0.660734149054505
SL022,SL025,9.08509656434734,0.5613608748481167
SL022,SL026,4.959137230155357,0.5334281650071123
SL022,SL027,6.587197429525271,0.5230024213075061
SL022,SL028,10.827458631337407,0.6883116883116883
SL022,SL029,13.920762938350018,0.8867924528301887
SL022,SL032,5.751717014744647,0.7538461538461538
SL022,SL033,12.012151370991258,0.5543478260869565
SL022,SL034,3.293321942678896,0.670926517571885
SL022,SL035,8.994818305911593,0.7226107226107226
SL022,SL036,4.846751983692076,0.9495798319327731
SL022,SL037,21.009297970677537,0.8449612403100775
SL022,SL038,7.862412547188878,0.3230088495575221
SL022,SL040,3.573198458696865,0.5398773006134969
SL022,SL041,10.8820302128542,0.2878787878787879
SL022,SL042,12.79304375938066,0.4076923076923077
SL022,SL044,6.171187560318938,0.5900178253119429
SL022,SL045,16.860438024160036,0.5118110236220472
SL022,SL050,14.157947464438799,0.45596868884540115
SL022,SL051,21.192610570333905,0.35795454545454547
SL022,SL054,20.911316008325034,0.3333333333333333
SL022,SL055,13.409595844231061,0.5231481481481481
SL022,SL056,7.460704955577053,0.35092348284960423
SL022,SL062,7.220130982107058,0.3473684210526316
SL022,SL068,7.567532150958447,0.8458333333333333
SL022,SL017,20.462805498828654,0.6519823788546255
SL023,SL024,20.155490980324778,0.836027713625866
SL023,SL025,15.203558416666203,0.8848039215686274
SL023,SL026,12.516956438917875,0.8638888888888889
SL023,SL027,14.175497376386174,0.7263681592039801
SL023,SL028,11.765636111436782,0.8173076923076923
SL023,SL029,21.94475875543533,0.8125
SL023,SL032,13.768918440281297,0.9044943820224719
SL023,SL033,17.248393703423666,0.6744186046511628
SL023,SL034,11.250695048554798,0.8524590163934426
SL023,SL035,16.606290515314853,0.7994428969359332
SL023,SL036,5.610968994743225,0.8557692307692307
SL023,SL037,26.183118060023492,0.8212765957446808
SL023,SL040,11.27190054487327,0.85
SL023,SL041,18.271684281570025,0.7303370786516854
SL023,SL042,19.067117701655526,0.6587301587301587
SL023,SL044,2.977674275303449,0.8459119496855346
SL023,SL045,18.532570778199656,0.5681818181818182
SL023,SL050,16.597979658027697,0.6625
SL023,SL051,24.76702251484043,0.057692307692307696
